RequestKey;LookupType;Query;Status;Ico;CompanyName;LegalForm;LegalFormCode;City;Address;IsActive;Candidates;Error;ResolvedUtc;Occurrences;SampleSubject;SampleFolder
leitnerleitner tax s r o;Name;LeitnerLeitner Tax s.r.o.;Pending;;;;;;;;;;;2;založení účtu pro Právnickou osobu;06612288 LeitnerLeitner Tax s.r.o
vas dotaz ohledne firmy signtech s r o;Name;Vás dotaz ohledně firmy SIGNTECH s.r.o.;Pending;;;;;;;;;;;1;Konzultace;24305677 SIGNTECH, s.r.o
14072173;Ico;14072173;Pending;;;;;;;;;;;2;Fw: dotaz - smlouva o uveru 0626608149/LCD;14072173 a.s
gp development s r o;Name;GP Development s.r.o.;Pending;;;;;;;;;;;4;FW: Fw: GP Development s.r.o. - kontrola SoBKS;02044137 GP Development s.r.o
ff credit s r o;Name;FF Credit s.r.o.;Pending;;;;;;;;;;;2;Lucie Mužíková RČ: 9462080298;08579822 FF Credit s.r.o
simple credit s r o;Name;Simple Credit s.r.o.;Pending;;;;;;;;;;;2;Fw: Simple Credit - zřízení zástavního práva k bankovním účtům společnosti ;24827452 Advokátní kancelář Brož, Sedlatý s.r.o
jf cerpaci stanice s r o;Name;JF čerpací stanice s.r.o.;Pending;;;;;;;;;;;1;JF čerpací stanice s.r.o., IČO: 08929734;08929734 JF čerpací stanice s.r.o
mcdental s r o;Name;MCDental s.r.o.;Pending;;;;;;;;;;;3;Fw: MDDr. Martin Čarný - zánik financovaného klienta;05923531 MCDental s.r.o
spolecenstvi vlastniku na lysinach cp 460 462 v praze 4 fw kontrola zapisu ic;Name;Společenství vlastníků Na Lysinách čp. 460-462 v Praze 4-Fw: Kontrola zápisu IČ;Pending;;;;;;;;;;;3;Společenství vlastníků Na Lysinách čp. 460-462 v Praze 4-Fw: Kontrola zápisu IČ 27159183;27159183 Společenství vlastníků Na Lysinách čp. 460-462 v Praze 4
svj je to komplikovanejsi;Name;SVJ je to komplikovanější.;Pending;;;;;;;;;;;2;Fw: SBERBRANK - SVJ/BD;SVJ je to komplikovanější
global financial development a s;Name;Global Financial Development a.s.;Pending;;;;;;;;;;;4;Re: Návaznost na konzultaci klient: Global Financial Development a.s., IČ/RČ: 28218647;28218647 Global Financial Development a.s
ceske sporitelny accord group praha s r o;Name;České spořitelny ACCORD GROUP PRAHA s.r.o.;Pending;;;;;;;;;;;2;Konzultace Plná moc;03179290 KERMATEK TRADE ENERGY s.r.o. v likvidaci
m autotrans s r o;Name;M Autotrans s.r.o.;Pending;;;;;;;;;;;3;FW: L & M Autotrans s.r.o. - 038220-001 - klient Sberbank;25083325 Sberbank CZ, a.s. v likvidaci
spolecenstvi vlastniku u trati 905 v jicine;Name;Společenství vlastníků, U Trati 905 v Jičíně;Pending;;;;;;;;;;;2;Společenství vlastníků, U Trati 905 v Jičíně _Fw: Žádost o vyjádření ohledně způsobu podepisování;28803175 Společenství vlastníků, U Trati 905 v Jičíně
made in prague spol s r o;Name;Made in Prague spol. s r.o.;Pending;;;;;;;;;;;5;Fw: Made in Prague spol. s r.o., ičo 27883647 , Případ ID 2077442261 ;27883647 Made in Prague spol. s r.o
gatom trans s r o;Name;GATOM TRANS s.r.o.;Pending;;;;;;;;;;;4;GATOM TRANS s.r.o.-Fw: dotaz;29012601 DEKORA STUCK s.r.o
obytna zona blovice s r o;Name;Obytná zóna Blovice s.r.o.;Pending;;;;;;;;;;;3;Fw: obytná zóna Blovice;09934626 Obytná zóna Blovice s.r.o
zuriel s r o;Name;Zuriel s.r.o.;Pending;;;;;;;;;;;2;Re: Klient: Zuriel s.r.o., IČ 28788214;28788214 Zuriel s.r.o
stanovisko pixabelly group a s;Name;Stanovisko Pixabelly Group a.s.;Pending;;;;;;;;;;;3;Stanovisko Pixabelly Group a.s.;29031508 PIXABELLY BASSOVA s.r.o
privalek s r o;Name;Privalek s.r.o.;Pending;;;;;;;;;;;1;Re: SC0000000078242309 Privalek s. r. o. - pan Ondřej Pilík - oznámení k podnikatelskému účelovému úvěru 0765 298 179/ičo 04224752 Privalek s.r.o.;04224752 Privalek s.r.o
gamys s r o;Name;Gamys s.r.o.;Pending;;;;;;;;;;;2;Re: stavba na cizím pozemku - Gamys s.r.o. IČ 25861611;25861611 GAMYS s.r.o
rh elektro s r o;Name;RH elektro s.r.o.;Pending;;;;;;;;;;;1;Re: RH elektro- čerpání;49606565 CASEL CZ Co. s.r.o
amk trans servis s r o;Name;AMK Trans Servis s.r.o.;Pending;;;;;;;;;;;1;RE: žádost číslo: 2080874712, klient: AMK Trans Servis s.r.o., IČ/RČ: 03751007;03751007 AMK Trans Servis s.r.o
svj jako ucel uveru mit nakup pozemku vedle sveho byto;Name;SVJ jako účel úvěru mít nákup pozemku vedle svého byto;Pending;;;;;;;;;;;1;dotaz k účelu úvěru u SVJ;03622151 Společenství vlastníků Rezidence Nikoly Tesly
bytovy dum z leby s r o;Name;Bytový dům Ž leby s.r.o.;Pending;;;;;;;;;;;3;Bytový dům Žleby_DODATEK SOSB;11697997 Bytový dům Žleby, s.r.o
spolecenstvi vlastniku jiskrova 1214;Name;Společenství vlastníků Jiskrova 1214;Pending;;;;;;;;;;;4;Fw: Společenství vlastníků Jiskrova 1214, Liberec, IČ/RČ: 25486586;25486586 Společenství vlastníků Jiskrova 1214, Liberec
trio estate development s r o;Name;Trio Estate Development s.r.o.;Pending;;;;;;;;;;;3;Re: Fw: Trio Estate Development s.r.o.: IČ: 06652689;06652689 Trio Estate Development s.r.o
r capital a s;Name;R capital a.s.;Pending;;;;;;;;;;;1;RE: Dotaz na realizaci zamýšlené transakce;25874128 R capital, a.s
mannteco s r o;Name;MANNTECO s.r.o.;Pending;;;;;;;;;;;2;Fw: dotaz na možnosti dodatku;03621961 MANNTECO s.r.o
holoubek trade s r o;Name;Holoubek trade s.r.o.;Pending;;;;;;;;;;;1;Re: Holoubek trade s. r. o.;28284551 Holoubek trade s. r. o
bd bozkovska s r o;Name;BD Božkovská s.r.o.;Pending;;;;;;;;;;;2;Automatická odpověď: Žádost o posouzení kupní smlouvy - kl. BD Božkovská s.r.o., ič 23275430;23275430 BD Božkovská s.r.o
thera energo spol s r o;Name;THERA Energo spol. s r.o.;Pending;;;;;;;;;;;3;Odsouhlasení návrhu - Rozhodnutí jediného společníka - THERA Energo spol. s r.o. 29241588 ;29241588 THERA Energo, spol. s r.o
aparthotel hranicna s r o;Name;Aparthotel Hraničná s.r.o.;Pending;;;;;;;;;;;2;FW: Posouzení   k žádosti číslo: 2070401871, klient: Aparthotel Hraničná s.r.o., IČ/RČ: 19955596, produkt: Projektové financování, - smlouva o úvěru, smlouva o příplatku + smlouva o úvěru;19955596 Aparthotel Hraničná s.r.o
svj rehorova 27 44 ico 29412811;Name;SVJ Řehořova 27/44 (IČO 29412811);Pending;;;;;;;;;;;2;Fw: SVJ Řehořova 27/44 (IČO 29412811) ;29412811 Společenství vlastníků jednotek Řehořova 27-44, Praha 3
fk ceska trebova s r o;Name;FK Česká Třebová s.r.o.;Pending;;;;;;;;;;;2;Fw: CPS: CPS - MSE: přiřazení úkolu - FK Česká Třebová s.r.o., IČ/RČ: 62062174;62062174 FK Česká Třebová s.r.o
f s real estate investment s r o;Name;F&S Real Estate Investment s.r.o.;Pending;;;;;;;;;;;2;F&S Kupní smlouva;23814314 F&S Real Estate Investment s.r.o
boldre invest s r o;Name;Boldre Invest s.r.o.;Pending;;;;;;;;;;;3;Boldre Invest s.r.o., 	 02963485;02963485 Boldre Invest s.r.o
infitness olomouc s r o;Name;Infitness Olomouc s.r.o.;Pending;;;;;;;;;;;4;FW: Infitness Olomouc s.r.o. ičo: 06698140;06698140 Infitness Olomouc s.r.o
streaming technologies europe s r o;Name;Streaming Technologies Europe s.r.o.;Pending;;;;;;;;;;;2;Re: Streaming Technologies Europe s.r.o. Ičo:08371768;08371768 Streaming Technologies Europe s.r.o
jimi tore s r o;Name;Jimi Tore s.r.o.;Pending;;;;;;;;;;;3;"Fw: Jimi Tore s.r.o. - Úvěrová smlouva PŘED PODPISEM - podmínky 1. čerpání ""Rozhodnutí jediného společníka.....""  ŽÁDOST/prosba o konzultaci";27677737 Jimi Tore s.r.o
36282940;Ico;36282940;Pending;;;;;;;;;;;2;Fw: NEVLÁDNÍ ORGANIZACE CELÁ UKRAJINA_IČ 36282940;36282940
03379389;Ico;03379389;Pending;;;;;;;;;;;1;Fw: Vzor pro kontrolu hlasování per rollam SVJ Pha10;03379389
biokom cz s r o;Name;BIOKOM CZ s.r.o.;Pending;;;;;;;;;;;4;Fw: BIOKOM CZ s.r.o. - IČ 28117956;28117956 BIOKOM CZ s.r.o
svj schuzka z 18 1 2022;Name;SVJ - schůzka z 18. 1. 2022;Pending;;;;;;;;;;;1;SV IČ 25460897 Kalkulace úvěru SVJ - schůzka z 18. 1. 2022;25460897 Společenství vlastníků pro dům Aloisina výšina 418-423
polgistav s r o;Name;Polgistav s.r.o.;Pending;;;;;;;;;;;2;Re: Zástavní smlouvy k pohledávkám z nájmu;Polgistav s.r.o
fve solutions s r o;Name;FVE Solutions s.r.o.;Pending;;;;;;;;;;;2;nastavení disponujících osob na firemním účtu;09955631 FVE Solutions s.r.o
cd sanitar s r o;Name;CD SANITAR s.r.o.;Pending;;;;;;;;;;;2;Re: down-stream fúze;26319012 CD SANITAR, s.r.o
svj vychazi fond oprav 10;Name;SVJ vychází fond oprav 10;Pending;;;;;;;;;;;3;Fw: Společenství Nám. kpt. Otmara Chlupa 7,8, Znojmo, číslo žádosti 2072941246;26313791 Společenství Nám. kpt. Otmara Chlupa 7,8, Znojmo
bd jhch s r o;Name;BD JHCH s.r.o.;Pending;;;;;;;;;;;2;Re: BD JHCH s.r.o., IČ 09783342 - odsouhlasení dokumentace - projektové financování k pronájmu;09783342 BD JHCH s.r.o
bhcpro s r o;Name;BHCPRO s.r.o.;Pending;;;;;;;;;;;3;BHCPRO s.r.o.-Fw: Prověření dokumentů u žádosti ID 2067423398;29155649 BHCPRO s.r.o
psychoterapie andel s r o;Name;PSYCHOTERAPIE ANDĚL s.r.o.;Pending;;;;;;;;;;;3;PSYCHOTERAPIE ANDĚL s.r.o._Kontrola kupní smlouvy;02018578 PSYCHOTERAPIE ANDĚL s.r.o
imfsoft s r o;Name;IMFsoft s.r.o.;Pending;;;;;;;;;;;4;úprava smluvní dokumentace:   IMFsoft s.r.o., IČ: 26851181;26851181 IMFsoft, s.r.o
malik stavba s r o;Name;Malik Stavba s.r.o.;Pending;;;;;;;;;;;4;Malik Stavba s.r.o.   IČO 05394252 - investiční úvěru ;05394252 Malik Stavba s.r.o
svj zahradecka ico 08729476;Name;SVJ Zahrádecká - IČO: 08729476;Pending;;;;;;;;;;;1;Re: SVJ Zahrádecká - IČO: 08729476;08729476 Společenství vlastníků Praha Zahrádecká 371-372
luvoxy hair s r o;Name;LUVOXY HAIR s.r.o.;Pending;;;;;;;;;;;2;FW: Spořitelna _LUVOXY;LUVOXY HAIR s.r.o
agos bio a s;Name;AGOS BIO a.s.;Pending;;;;;;;;;;;2;Fw: Prosím o stanovisko k textu kvůli korporátnímu souhlasu;60745584 AGOS BIO a.s
zastavni smlouve victos s r o;Name;Zástavní smlouvě Victos s.r.o.;Pending;;;;;;;;;;;1;FW: RCP - zástavní smlouva;70884099 Hasičský záchranný sbor Jihomoravského kraje
spolecenstvi vlastniku jednotek v kastankach 1074;Name;Společenství vlastníků jednotek V Kaštánkách 1074;Pending;;;;;;;;;;;4;Fw: Společenství vlastníků jednotek V Kaštánkách 1074, Pečky, IČO: 75132885, prověření správnosti dokumentace;75132885 Společenství vlastníků jednotek V Kaštánkách 1074, Pečky
elis plzen a s;Name;ELIS PLZEŇ a.s.;Pending;;;;;;;;;;;3;Fw: Kontrola notářského zápisu - následná podmínka úvěru;25210068 ELIS PLZEŇ a. s
sluzby mesta jihlavy s r o;Name;SLUŽBY MĚSTA JIHLAVY s.r.o.;Pending;;;;;;;;;;;2;Fw: Rezoluční doložka - Služby Města Jihlavy;60727772 SLUŽBY MĚSTA JIHLAVY s.r.o
u vrbicek s r o;Name;U vrbiček s.r.o.;Pending;;;;;;;;;;;6;Re: Smluvní dokumetnace - Mateřská škola a základní školu U vrbiček s.r.o.;U vrbiček s.r.o
zadatel caffe pe ra s r o;Name;Žadatel CAFFE PE-RA s.r.o.;Pending;;;;;;;;;;;2;Re: Posouzení KS + escrow -  ID žádosti 2080649402 Žadatel CAFFE PE-RA s.r.o. RČ/IČ 29076544;29076544 CAFFE PE-RA s.r.o
ze s r o;Name;Ze s.r.o.;Pending;;;;;;;;;;;1;Pragom CS - Rezidence vitalis zú;10899774 Rezidence Vitalis, z.ú
svj dle pozadavku banky body a smysl jednotlivych usn;Name;SVJ dle požadavků banky. Body a smysl jednotlivých usn;Pending;;;;;;;;;;;2;RE: zástava pohledávek z účtu;SVJ dle požadavků banky. Body a smysl jednotlivých usn
svj u tvrze;Name;SVJ U Tvrze;Pending;;;;;;;;;;;8;Re: [U_Tvrze_667_Vybor] Re: INFORMACE K ČERPÁNÍ;SVJ U Tvrze
svj j myslivecka 25899350 doplneni k odsouhlaseni;Name;SVJ J. myslivečka 25899350 - doplnění k odsouhlasení;Pending;;;;;;;;;;;1;FW: SVJ J. myslivečka 25899350 - doplnění k odsouhlasení;25899350 Společenství vlastníků domu č. p. 1880, Frýdek-Místek
w pharm holding s r o;Name;W-Pharm holding s.r.o.;Pending;;;;;;;;;;;3;Fw: W-pharm holding prosím o posouzení dokumentu insolv. správce;04550382 W-Pharm holding s.r.o
zabrdovicka s r o;Name;Zábrdovická s.r.o.;Pending;;;;;;;;;;;1;urgence , změna sazby, Zábrdovická sro CPS+ ID 2071729850;29355745 Zábrdovická s.r.o
zamek ellischau s r o;Name;Zámek ELLISCHAU s.r.o.;Pending;;;;;;;;;;;2;Fw: Zámek ELLISCHAU s.r.o., IČ 09626964 - Dotaz;09626964 Zámek ELLISCHAU s.r.o
live betting s r o;Name;LIVE BETTING s.r.o.;Pending;;;;;;;;;;;2;Dotaz - způsob jednání - 3x společnost (LIVE LINE / 3S SECURITY PRO / LIVE BETTING) ;LIVE BETTING s.r.o
aronie s r o;Name;ARONIE s.r.o.;Pending;;;;;;;;;;;2;konzultace Generální plné moci;07389604 ARONIE s.r.o
46342591;Ico;46342591;Pending;;;;;;;;;;;1;Re: Právní stanovisko k rozštěpení společnosti Hladík stavební servis s.r.o.;46342591 Hladík stavební servis s.r.o
svj tento postup neni uplne bezny pokud svj splni v;Name;SVJ (tento postup není úplně běžný). Pokud SVJ splní v;Pending;;;;;;;;;;;4;Fw: Dotaz;SVJ (tento postup není úplně běžný). Pokud SVJ splní v
garnataturus s r o;Name;Garnataturus s.r.o.;Pending;;;;;;;;;;;3;Re: Garnataturus s.r.o., IČO: 03946045 - Prohlášení jediného společníka;03946045 Garnataurus s.r.o
pl z podiloveho fondu na s r o;Name;PL z podílového fondu na s.r.o.;Pending;;;;;;;;;;;1;Dotaz;63677962 MAXA, spol. s r.o
sportlife centrum s r o;Name;SPORTLIFE CENTRUM s.r.o.;Pending;;;;;;;;;;;3;Fw: CPS: CPS - MSE: přiřazení úkolu;48293792 SPORTLIFE CENTRUM s.r.o
13995847;Ico;13995847;Pending;;;;;;;;;;;1;FW: Zapis z valne hromady k uveru;13995847 a.s
28791819;Ico;28791819;Pending;;;;;;;;;;;1;Kupní smlouva - HAMO systems s.r.o.;28791819 HAMO systems s.r.o
hamo systems s r o;Name;HAMO systems s.r.o.;Pending;;;;;;;;;;;1;Kupní smlouva - HAMO systems s.r.o.;28791819 HAMO systems s.r.o
spedagro s r o;Name;SPEDAGRO s.r.o.;Pending;;;;;;;;;;;2;Fw: Klient SPEDAGRO s.r.o., IČ 09677208;09677208 SPEDAGRO s.r.o. v likvidaci
svj dlouha 677 32 horni slavkov;Name;SVJ Dlouhá 677/32 Horní Slavkov;Pending;;;;;;;;;;;4;Dotaz k podpisu smluvní dokumentace SVJ Dlouhá 677/32 Horní Slavkov;70971897 Společenství vlastníků jednotek ul. Dlouhá 677-32, 357 31 Horní Slavkov
forlex s r o;Name;FORLEX s.r.o.;Pending;;;;;;;;;;;2;Fw: Změna zajištění úvěru č. 712771129;04275705 FORLEX s.r.o., advokátní kancelář
29389313;Ico;29389313;Pending;;;;;;;;;;;2;FW: Komfort Auto s.r.o., ID 	2064446389;29389313 Komfort Auto s.r.o
izolting moravia s r o;Name;IZOLTING Moravia s.r.o.;Pending;;;;;;;;;;;1;Fw: Rozhodnutí jediného společníka;26867125 IZOLTING MORAVIA s.r.o
houdek dent s r o;Name;HOUDEK DENT s.r.o.;Pending;;;;;;;;;;;3;Fw: HOUDEK DENT s.r.o. IČ 17148189;17148189 Houdek Dent s.r.o
svj skolni 1506 4 decin;Name;SVJ Školní 1506/4 Děčín;Pending;;;;;;;;;;;3;Re: Společenství vlastníků jednotek č.p. 1506, 1507, 1508 Školní, Děčín-Fw: Dotaz na financování SVJ Školní 1506/4 Děčín ;19903138 Společenství vlastníků jednotek č.p. 1506, 1507, 1508 Školní, Děčín
kontrola dokumentu profipack s r o;Name;Kontrola dokumentů PROFIPACK s.r.o.;Pending;;;;;;;;;;;3;Re: SBERBANK_Fw: Kontrola dokumentů PROFIPACK s.r.o.;26918684 PROFIPACK s.r.o
25279335;Ico;25279335;Pending;;;;;;;;;;;1;RODEPA s.r.o. - zápis z jednání VH notářským zápisem-korporátní souhlas ;25279335 RODEPA s.r.o
7kv prague s r o;Name;7KV Prague s.r.o.;Pending;;;;;;;;;;;1;RE: Prohlášení developera;17343950 7KV Prague s.r.o
svj odsouhlasilo zakladni parametry uveru a poverilo p;Name;SVJ odsouhlasilo základní parametry úvěru a pověřilo p;Pending;;;;;;;;;;;2;zápis SVJ;SVJ odsouhlasilo základní parametry úvěru a pověřilo p
svj ledenicka ic 02264625;Name;SVJ Ledenická - IČ 02264625;Pending;;;;;;;;;;;1;Posouzení Zápisu ze shromáždění SVJ Ledenická - IČ 02264625;02264625 Společenství vlastníků domu Ledenická 497, České Budějovice
svj dale jen zapis a svj uvadim nasledujici;Name;SVJ (dále jen „ Zápis “ a „ SVJ “) uvádím následující;Pending;;;;;;;;;;;2;RE: zápis ze schůze SVJ;SVJ (dále jen „ Zápis “ a „ SVJ “) uvádím následující
gc s r o;Name;GC s.r.o.;Pending;;;;;;;;;;;3;FW: GC s.r.o., IČ 04219490;04219490 GC s.r.o
mudr lukas koutny probe trade s r o;Name;MUDr. Lukáš Koutný PROBE trade s.r.o.;Pending;;;;;;;;;;;2;Smlouva o smlouvě budoucí kupní;17107628 K&K med s.r.o
horizon modrany s r o;Name;Horizon Modřany s.r.o.;Pending;;;;;;;;;;;1;Kontrola Plné moci;10864261 NVK s.r.o
svj 356 borovany;Name;SVJ 356 Borovany;Pending;;;;;;;;;;;3;Zápis SVJ 356 Borovany, IČ 261 02 129;26102129 Společenství vlastníků jednotek 356 Borovany
06335144;Ico;06335144;Pending;;;;;;;;;;;2;Fw: koncept zápisu z SVJ Skuteč CLUID 8019-10-03-14.28.58.317116;06335144 SVJ Skuteč CLUID 8019-10-03-14.28.58.317116
sarakhmann capital s r o;Name;Sarakhmann Capital s.r.o.;Pending;;;;;;;;;;;1;RE: Kontrola zápisu z VH;14283077 Avanta Globe s.r.o
svj takovou povinnost zajistit;Name;SVJ takovou povinnost zajistit;Pending;;;;;;;;;;;1;Smlouva o úvěru SVJ;25083325 Sberbank CZ, a.s. v likvidaci
bebeto s r o;Name;BeBeTo s.r.o.;Pending;;;;;;;;;;;4;Re: PBH-Fw: Inkov Konstantin;05081661 BeBeTo s.r.o
laryol s r o;Name;LARYOL s.r.o.;Pending;;;;;;;;;;;4;Fw: dotaz - prosím urgent;28876300 LARYOL s.r.o
jb solar s r o;Name;JB Solar s.r.o.;Pending;;;;;;;;;;;3;JB Solar s.r.o. IČ: 27560295;27560295 JB Solar s.r.o
tuto postupuje uplatne na pk reality s r o;Name;Tuto postupuje úplatně na PK reality s.r.o.;Pending;;;;;;;;;;;2;Re: konzultace - postoupení pohledávky;Tuto postupuje úplatně na PK reality s.r.o
svj heydukova 357;Name;SVJ Heydukova 357;Pending;;;;;;;;;;;2; SVJ Heydukova 357-Fw: SVJ - nákup pozemku a jeho revitalizace;SVJ Heydukova 357
athelier kiwi s r o;Name;Athelier KIWI s.r.o.;Pending;;;;;;;;;;;2;Athelier KIWI s.r.o.-Fw: Žádost o konzultaci IČ: 08789134;08789134 Athelier KIWI s.r.o
spolecnosti sera cz s r o;Name;Společnosti Sera CZ s.r.o.;Pending;;;;;;;;;;;1;FW: Zápis z valné hromady;24186911 MedRoyal s.r.o
fop a s r o;Name;FOP a s.r.o.;Pending;;;;;;;;;;;1;ELNY.cz - převedení úvěrů z FOP a sro;19710500 ELNY.cz,s.r.o
harcov real estate holding s r o;Name;Harcov Real Estate Holding s.r.o.;Pending;;;;;;;;;;;3;CPS 2048758347_Ladislav Drda;11843471 Harcov Real Estate Holding s.r.o
furato a s;Name;FURATO a.s.;Pending;;;;;;;;;;;1;FURATO a.s.;46679421 Fruko-Schulz s.r.o
kmanagement s r o;Name;Kmanagement s.r.o.;Pending;;;;;;;;;;;1;Kontrola dokumentu.;26736519 Nová Ocelářská s.r.o
rojoben s r o;Name;Rojoben s.r.o.;Pending;;;;;;;;;;;2;Re: financování nákupu benzinové stanice;25599607 MoravaGas CZ s.r.o
stomatologie baranek s r o;Name;Stomatologie Baránek s.r.o.;Pending;;;;;;;;;;;1;MDDr. Jakub Baránek, IČ: 87281228 + Stomatologie Baránek s.r.o., IČ: 13950797;13950797 Stomatologie Baránek s.r.o
green for you s r o;Name;GREEN FOR YOU s.r.o.;Pending;;;;;;;;;;;4;Fw: GREEN FOR YOU s.r.o., IČ 27301460 - podmínky čerpání - bod g) ÚS;27301460 GREEN FOR YOU s.r.o
personal integrity s r o;Name;Personal integrity s.r.o.;Pending;;;;;;;;;;;4;RE: Personal integrity s.r.o., IČ: 082 51 347;08251347 Personal integrity s.r.o
bhh projekt i s r o;Name;BHH projekt I s.r.o.;Pending;;;;;;;;;;;3;FW: BHH projekt I s.r.o. - žádost o posouzení SoD;67594476 Ing. Oldřich Výleta
urgentni aparthotel na klenici s r o;Name;URGENTNÍ Aparthotel Na Klenici s.r.o.;Pending;;;;;;;;;;;1;URGENTNÍ   Aparthotel Na Klenici s.r.o.-Fw: Vyjádření LCD k výši protiplnění (péče řádného hospodáře, investice do majetku jiné osoby);05012163 Aparthotel Na Klenici s.r.o
terabit trade s r o;Name;Terabit Trade s.r.o.;Pending;;;;;;;;;;;1;určení osoby pro zrušení účtu;07928131 Frontline Training Solutions s.r.o
ds duma s r o;Name;DS DUMA s.r.o.;Pending;;;;;;;;;;;1;SF Joslowitz - svěřenský fond;09358641 DS DUMA s.r.o
rozdeleni spolecnosti geodezie ledec nad sazavou s r o;Name;Rozdělení společnosti Geodézie Ledeč nad Sázavou s.r.o.;Pending;;;;;;;;;;;3;Fw: Rozdělení společnosti Geodézie Ledeč nad Sázavou s.r.o.;27493989 Geodézie Ledeč nad Sázavou s.r.o
hofer dental s r o;Name;Hofer Dental s.r.o.;Pending;;;;;;;;;;;2;Hofer dental-Fw: odštěpení části firmy i s úvěrem;05065275 Adonai Dental s.r.o
ahawa invest s r o;Name;AHAWA invest s.r.o.;Pending;;;;;;;;;;;3;AHAWA invest s.r.o., IČ 03275019, č v CPS 2070834310;03275019 AHAWA invest s.r.o
spolecenstvi vlastniku pujmanove 877 889 26487152;Name;Společenství vlastníků Pujmanové 877 - 889 (26487152);Pending;;;;;;;;;;;2;Re: Čerpání úvěru SB - oprávnění k podpisu Příkazu k úhradě -  Předpis 4034_00_02R, bod 9 Čerpání úvěru;26487152 Společenství vlastníků Pujmanové 877 - 889
prodavajici sjm pan jan hlousek septembernine s r o;Name;Prodávající SJM pan Jan Hloušek SeptemberNine s.r.o.;Pending;;;;;;;;;;;1;PBH Jan Hloušek 9005-06-12-20.26.03.387083;24177253 Labský mlýn a.s
unicorn attacks s r o;Name;Unicorn Attacks s.r.o.;Pending;;;;;;;;;;;3;Koupě podílu;07158335 Unicorn Attacks s.r.o
kassenye s r o;Name;Kassenye s.r.o.;Pending;;;;;;;;;;;2;Fw: kupní smlouva Darwinova;07677006 Kassenye s.r.o
ihak energy s r o;Name;IHAK energy s.r.o.;Pending;;;;;;;;;;;3;IHAK energy s.r.o. 14073293 ;14073293 IHAK energy s.r.o
svj uver financovani koupe zahrady;Name;SVJ úvěr - financování koupě zahrady;Pending;;;;;;;;;;;2;tip SVJ úvěr - financování koupě zahrady;28630751 Společenství vlastníků jednotek Zengrova 20, Vítkovice
kkcg real estate a s;Name;KKCG Real Estate a.s.;Pending;;;;;;;;;;;2;Fwd: BOŘISLAVKA CENTRUM-návrh FLA/LA;06497616 Coffee Giants a.s
esipa s r o;Name;ESIPA s.r.o.;Pending;;;;;;;;;;;3;ESIPA s.r.o., SC0000000018492366;ESIPA s.r.o
